identifier,text
urn:cts:greekLit:tlg0003.tlg001.perseus-grc1:1.3.1.11,δηλόω δέ ἐγώ καί ὅδε ὁ παλαιός ἀσθένεια οὐ ἥκιστος
urn:cts:greekLit:tlg0003.tlg001.perseus-grc1:1.3.1.12,πρό γάρ ὁ τρωικῶν οὐδείς φαίνω πρότερος κοινός ἐργάζομαι ὁ ἑλλά
urn:cts:greekLit:tlg0003.tlg001.perseus-grc1:1.3.2.13,δοκέω δέ ἐγώ οὐδός ὄνομα οὗτος σύμπας πω ἔχω ἀλλά ὁ μέν πρό ἕλληνος ὁ δευκαλίωνος καί πάνυ οὐδός εἰμί ὁ ἐπίκλησις οὗτος κατά ἔθνος δέ ἄλλος τε καί ὁ πελασγικὸν ἐπί πλεῖστος ἀφ ἑαυτοῦ ὁ ἐπωνυμία παρέχω ἕλληνος δέ καί ὁ παῖς αὐτός εἰς ὁ φθιώτιδι ἰσχύω καί ἐπάγω αὐτός ἐπ ὠφέλεια εἰς ὁ ἄλλος πολύς καθ ἕκαστος μέν ἦδος ὁ ὁμιλία μᾶλλον καλέω ἕλληνας οὐ μέντοι πολύς γε χρόνος δύναμαι καί ἅπας ἐκνικάω
urn:cts:greekLit:tlg0003.tlg001.perseus-grc1:1.3.3.14,τεκμηριόω δέ μάλιστα ὅμηρος
urn:cts:greekLit:tlg0003.tlg001.perseus-grc1:1.3.3.15,πολύς γάρ ὕστερος ἔτι καί ὁ τρωικῶν γίγνομαι οὐδαμός ὁ σύμπας ὀνομάζω οὐδ ἄλλος ἤ ὁ μετ ἀχιλλέως ἐκ ὁ φθιώτιδος ὁ καί πρότερος ἕλληνες εἰμί δαναοὺς δέ εἰς ὁ ἔπος καί ἀργείους καί ἀχαιοὺς ἀνακαλέω
urn:cts:greekLit:tlg0003.tlg001.perseus-grc1:1.3.3.16,οὐ μείς οὐδός βάρβαρος ἐρῶ διά ὁ μηδέ ἕλληνάς πω ὡς ἐγώ δοκέω ἀντίπαλος εἰς ἵημι ὄνομα ἀποκρίνω
urn:cts:greekLit:tlg0003.tlg001.perseus-grc1:1.3.4.17,ὁ δ οὖν ὡς ἕκαστος ἕλληνες κατά πολύς τε ὅσος ἀλλήλων συνίημι καί σύμπας ὕστερος καλέω οὐδείς πρό ὁ τρωικῶν δι ἀσθένεια καί ἀμειξία ἀλλήλων ἀθρόος πράσσω
urn:cts:greekLit:tlg0003.tlg001.perseus-grc1:1.3.4.18,ἀλλά καί οὗτος ὁ στρατεία θάλασσα ἦδος πλέω χράω συνεξέρχομαι
urn:cts:greekLit:tlg0003.tlg001.perseus-grc1:1.4.1.19,μίνως γάρ παλαιός ὅς ἀκοή οἶδα ναυτικός κτάομαι καί ὁ νῦν ἑλληνικός θάλασσα ἐπί πλεῖστος κρατέω καί ὁ κυκλάς νῆσος ἄρχω τε καί οἰκιστής πρότερος ὁ πλεῖστος γίγνομαι κᾶρας ἐξελαύνω καί ὁ ἑαυτοῦ παῖς ἡγεμών ἐγκαθίστημι
urn:cts:greekLit:tlg0003.tlg001.perseus-grc1:1.4.1.20,ὁ τε λῃστικός ὡς ἔοικα καθαιρέω ἐκ ὁ θάλασσα ἐφ ὅσος δύναμαι ὁ ὁ πρόσοδος μᾶλλον εἶμι αὐτός
urn:cts:greekLit:tlg0003.tlg001.perseus-grc1:1.5.1.21,ὁ γάρ ἕλληνες ὁ πάλλω καί ὁ βάρβαρος ὁ τε εἰς ὁ ἤπειρος παραθαλάσσιος καί ὅσος νῆσος ἔχω ἐπεί ἄρχω μᾶλλον περαιόω ναῦς ἐπ ἀλλήλων τρέπω πρός λῃστεία ἡγέομαι ἀνήρ οὐ ὁ ἀδύνατος κέρδος ὁ σφέτερος αὐτός ἕνεκα καί ὁ ἀσθενής τροφή καί προσπίτνω πολύς ἀτείχιστος καί κατά κώμη οἰκουμένη ἁρπάζω καί ὁ πλεῖστος ὁ βίος ἐντεῦθεν ποιέω οὐ ἔχω πω αἰσχύνω οὗτος ὁ ἔργον φέρω δέ τις καί δόξα μᾶλλον
urn:cts:greekLit:tlg0003.tlg001.perseus-grc1:1.5.2.22,δηλοῦσι δέ ὁ τε ἠπειρώτης τις ἔτι καί νῦν ὅς κόσμος καλός οὗτος δράω καί ὁ παλαιός ὁ ποιητής ὁ πύστις ὁ καταπλέω πανταχοῦ ὅμοιος ἐρωτάω εἰ λῃστής εἰμί ὡς οὔτε ὅς πυνθάνομαι ἀπαξιόω ὁ ἔργον ὅς τε ἐπιμελής εἰμί οἶδα οὐ ὀνειδίζω
urn:cts:greekLit:tlg0003.tlg001.perseus-grc1:1.5.3.23,ληίζομαι δέ καί κατ ἤπειρος ἀλλήλων
urn:cts:greekLit:tlg0003.tlg001.perseus-grc1:1.5.3.24,καί μέχρι ὅδε πολύς ὁ ἑλλάδος ὁ παλαιός τρόπος νέμω περί τε λοκροὺς ὁ ὀζόλας καί αἰτωλοὺς καί ἀκαρνᾶνας καί ὁ οὗτος ἤπειρος
urn:cts:greekLit:tlg0003.tlg001.perseus-grc1:1.5.3.25,ὁ τε σιδηροφορέω οὗτος ὁ ἠπειρώτης ἀπό ὁ παλαιός λῃστεία ἐμμένω
urn:cts:greekLit:tlg0003.tlg001.perseus-grc1:1.6.1.26,πᾶς γάρ ὁ ἑλλά σιδηροφορέω διά ὁ ἄφαρκτος τε οἰκέω καί οὐ ἀσφαλής παρ ἀλλήλων ἔφοδος καί σύν-ἠθέω ὁ δίαιτα μεθ ὅπλον ποιέω ὥσπερ ὁ βάρβαρος
urn:cts:greekLit:tlg0003.tlg001.perseus-grc1:1.6.2.27,σημεῖον δ εἰμί οὗτος ὁ ἑλλάδος ἔτι οὕτως νέμω ὁ ποτέ καί εἰς πᾶς ὅμοιος διαίτημα
urn:cts:greekLit:tlg0003.tlg001.perseus-grc1:1.6.3.28,εἰς ὁ πρότερος δέ ἀθηναῖοι ὁ τε σίδηρος κατατίθημι καί ἀνίημι ὁ δίαιτα εἰς ὁ τρυφερός μεθίστημι
urn:cts:greekLit:tlg0003.tlg001.perseus-grc1:1.6.3.29,καί ὁ πρέσβυς αὐτός ὁ εὐδαίμων διά ὁ ἁβροδίαιτος οὐ πολύς χρόνος ἐπεί χιτών τε λίνεος παύω φορέω καί χρύσεος τέττιξ ἐνείρω κρωβύλος ἀναδέω ὁ εἰς ὁ κεφαλή τριχόω
urn:cts:greekLit:tlg0003.tlg001.perseus-grc1:1.6.3.30,ἀφ ἕ καί ἰώνων ὁ πρέσβυς κατά ὁ συγγενής ἐπί πολύς οὗτος ὁ σκευή κατέχω
urn:cts:greekLit:tlg0003.tlg001.perseus-grc1:1.6.4.31,μέτριος δ αὗ ἐσθής καί εἰς ὁ νῦν τρόπος πρότερος λακεδαιμόνιοι χράω καί εἰς ὁ ἄλλος πρός ὁ πολύς ὁ ὁ μέγας κτάομαι ἰσοδίαιτος μάλιστα καθίστημι
urn:cts:greekLit:tlg0003.tlg001.perseus-grc1:1.6.5.32,γυμνόω τε πρότερος καί εἰς ὁ φανερός ἀποδύω λιπάω μετά ὁ γυμνάζω ἀλείφω
urn:cts:greekLit:tlg0003.tlg001.perseus-grc1:1.6.5.33,ὁ δέ πάλλω καί εἰς ὁ ὀλυμπικῷ ἀγών διάζωμα ἔχω περί ὁ αἰδοῖος ὁ ἀθλητής ἀγωνίζομαι καί οὐ πολύς ἔτος ἐπεί παύω
urn:cts:greekLit:tlg0003.tlg001.perseus-grc1:1.6.5.34,ἔτι δέ καί εἰς ὁ βάρβαρος εἰμί ὅς νῦν καί μάλιστα ὁ ἀσιανοῖς πυγμή καί παλέω ἆθλον τίθημι καί διαζάω οὗτος δράω
urn:cts:greekLit:tlg0003.tlg001.perseus-grc1:1.6.6.35,πολύς δ ἐάν καί ἄλλος τις ἀποδείκνυμι ὁ παλαιός ἑλληνικός ὁμοιότροπος ὁ νῦν βαρβαρικός διαιτάω
urn:cts:greekLit:tlg0003.tlg001.perseus-grc1:1.7.1.36,ὁ δέ πολύς ὅσος μέν νέος οἰκίζω καί ἦδος πλώιμος εἰμί περιουσία μᾶλλον ἔχω χρῆμα ἐπ αὐτός ὁ αἰγιαλός τεῖχος κτίζω καί ὁ ἰσθμός ἀπολαμβάνω ἐμπορία τε ἕνεκα καί ὁ πρός ὁ πρόσοικος ἕκαστος ἰσχύς
urn:cts:greekLit:tlg0003.tlg001.perseus-grc1:1.7.1.37,ὁ δέ παλαιός διά ὁ λῃστεία ἐπί πολύς ἀντί-ἴσχω ἀπό θάλασσα μᾶλλον οἰκίζω ὁ τε εἰς ὁ νῆσος καί εἰς ὁ ἤπειρος φέρω γάρ ἀλλήλων τε καί ὁ ἄλλος ὅσος εἰμί οὐ θαλάσσιος κατόω οἰκέω καί μέχρι ὅδε ἔτι ἀνοικίζω εἰμί
urn:cts:greekLit:tlg0003.tlg001.perseus-grc1:1.8.1.38,καί οὐ ἥσσων ληιστός εἰμί ὁ νησιώτης κᾶρές τε εἰμί καί φοῖνιξ
urn:cts:greekLit:tlg0003.tlg001.perseus-grc1:1.8.1.39,οὗτος γάρ δή ὁ πλεῖστος ὁ νῆσος οἰκέω
urn:cts:greekLit:tlg0003.tlg001.perseus-grc1:1.8.1.40,μαρτύριον δέ
urn:cts:greekLit:tlg0003.tlg001.perseus-grc1:1.8.1.41,βούλομαι γάρ καθαίρω ὑπό ἀθηναίων εἰς ὅδε ὁ πόλεμος καί ὁ θήκη ἀναιρέω ὅσος εἰμί ὁ θνήσκω εἰς ὁ νῆσος ὑπέρ ἥμισυς κᾶρες φαίνω γιγνώσκω ὁ τε σκευάζω ὁ ὅπλον συνθάπτω καί ὁ τρόπος ὅς νῦν ἔτι θάπτω
urn:cts:greekLit:tlg0003.tlg001.perseus-grc1:1.8.2.42,καθίστημι δέ ὁ μίνω ναυτικός πλώιμος γίγνομαι παρ ἀλλήλων ὁ γάρ ἐκ ὁ νῆσος κακοῦργος ἀνίστημι ὑπ αὐτός ὅτε καί ὁ πολύς αὐτός κατοικίζω
urn:cts:greekLit:tlg0003.tlg001.perseus-grc1:1.8.3.43,καί ὁ πηρός θάλασσα ἄνθρωπος μᾶλλον ἦδος ὁ κτάομαι ὁ χρῆμα ποιέω βέβαιος οἰκέω καί τις καί τεῖχος περιβάλλω ὡς πλούσιος ἑαυτοῦ γίγνομαι
urn:cts:greekLit:tlg0003.tlg001.perseus-grc1:1.8.3.44,ἐφίημι γάρ ὁ κέρδος ὁ τε ἥσσων ὑπομένω ὁ ὁ κρείσσων δουλεία ὁ τε δυνατός περιουσία ἔχω προσποιέω ὑπήκοος ὁ ἐλάσσων πολύς
urn:cts:greekLit:tlg0003.tlg001.perseus-grc1:1.8.4.45,καί εἰς οὗτος ὁ τρόπος μᾶλλον ἦδος εἰμί ὕστερος χρόνος ἐπί τροίαν στρατεύω
urn:cts:greekLit:tlg0003.tlg001.perseus-grc1:1.9.1.46,ἀγαμέμνων τε ἐγώ δοκέω ὁ τότε δύναμις προέχω καί οὐ τοσοῦτος ὁ τυνδάρεω ὅρκος καταλαμβάνω ὁ ἑλένη μνηστήρ ἄγω ὁ στόλος ἀγείρω
urn:cts:greekLit:tlg0003.tlg001.perseus-grc1:1.9.2.47,λέγω δέ καί ὁ ὁ σαφής πελοποννησίων μνήμη πηρός ὁ πρότερος δέχομαι πέλοπά τε πρότερος πλῆθος χρῆμα ὁ ἔρχομαι ἐκ ὁ ἄσιος ἔχω εἰς ἄνθρωπος ἄπορος δύναμις περιποιέω ὁ ἐπωνυμία ὁ χώρα ἔπηλυς εἰμί ὁμόω ἔχω καί ὕστερος ὁ ἔκγονος ἔτι μέγας συμφέρω εὐρυσθέως μέν εἰς ὁ ἀττικῇ ὑπό ἡρακλειδῶν ἀποθνήσκω ἀτρέως δέ μήτηρ ἀδελφός εἰμί αὐτός καί ἐπιτρέπω εὐρυσθέως ὅτ στρατεύω μυκήνας τε καί ὁ ἀρχή κατά ὁ οἰκέω ἀτρεῖ τυγχάνω δέ αὐτός φεύγω ὁ πατήρ διά ὁ χρυσίππου θάνατος καί ὡς οὐκέτι ἀναχωρέω εὐρυσθεύς βούλομαι καί ὁ μυκηναίων φόβος ὁ ἡρακλειδῶν καί ἅμα δυνατός δοκέω εἰμί καί ὁ πλῆθος θεραπεύω ὁ μυκηναίων τε καί ὅσος εὐρυσθεὺς ἄρχω ὁ βασιλεία ἀτρέα παραλαμβάνω καί ὁ περσειδῶν ὁ πελοπίδας μέγας καθίστημι
urn:cts:greekLit:tlg0003.tlg001.perseus-grc1:1.9.3.48,ὁ ἐγώ δοκέω ἀγαμέμνων παραλαμβάνω καί ναυτικός τε ἅμα ἐπί πλέω ὁ ἄλλος ἰσχύω ὁ στρατεία οὐ χάρις ὁ πλέω ἤ φόβος συνάγω ποιέω
urn:cts:greekLit:tlg0003.tlg001.perseus-grc1:1.9.4.49,φαίνω γάρ ναῦς τε πλεῖστος αὐτός ἀφικνέομαι καί ἀρκάσι προσπαρέχω ὡς ὅμηρος οὗτος δηλόω εἰ τις ἱκανός τεκμηριόω
urn:cts:greekLit:tlg0003.tlg001.perseus-grc1:1.9.4.50,καί εἰς ὁ σκῆπτρον ἅμα ὁ παράδοσις ἐρῶ αὐτὸνπολλῇσι νῆσος καί ἀργέω πᾶς ἀνάζω
urn:cts:greekLit:tlg0003.tlg001.perseus-grc1:1.9.4.51,οὐ ἐάν οὖν νῆσος ἔσσομαι ὁ περιοικίς οὗτος δέ οὐ ἐάν πολύς εἰμί ἠπειρώτης εἰμί κρατέω εἰ μή τις καί ναυτικός ἔχω
urn:cts:greekLit:tlg0003.tlg001.perseus-grc1:1.9.4.52,εἰκάζω δέ χρή καί οὗτος ὁ στρατεία οἷος εἰμί ὁ πρό αὐτός
urn:cts:greekLit:tlg0003.tlg001.perseus-grc1:1.10.1.53,καί ὅστις μέν μυκῆναι σμικρός εἰμί ἤ εἰ τις ὁ τότε πόλισμα νῦν μή ἀξιόχρεως δοκέω εἰμί οὐ ἀκριβής ἐάν τις σημεῖον χράω ἀπιστέω μή γίγνομαι ὁ στόλος τοσοῦτος ὅσος ὁ τε ποιητής ἐρῶ καί ὁ λόγος κατέχω
urn:cts:greekLit:tlg0003.tlg001.perseus-grc1:1.10.2.54,λακεδαιμονίων γάρ εἰ ὁ πόλις ἐρημόω λείπω δέ ὁ τε ἱερός καί ὁ κατασκευή ὁ ἔδαφος πολύς ἐάν οἴομαι ἀπιστία ὁ δύναμις προέρχομαι πολύς χρόνος ὁ ἔπειτα πρός ὁ κλέος αὐτός εἰμί καίτοι πελοποννήσου ὁ πέντε ὁ δύο μοῖρα νέμω ὁ τε σύμπας ἡγέομαι καί ὁ ἔσσομαι σύμμαχος πολύς
urn:cts:greekLit:tlg0003.tlg001.perseus-grc1:1.10.2.55,ὁμόω δέ οὔτε συνοικίζω πόλις οὔτε ἱερός καί κατασκευή πολυτελής χράω κατά κώμη δέ ὁ παλαιός ὁ ἑλλάδος τρόπος οἰκίζω φαίνοιτ ἐάν ὑποδεής ἀθηναίων δέ ὁ αὐτός οὗτος πάσχω διπλάσιος ἐάν ὁ δύναμις εἰκάζω ἀπό ὁ φανερός ὄψις ὁ πόλις ἤ εἰμί
urn:cts:greekLit:tlg0003.tlg001.perseus-grc1:1.10.3.56,οὔκουν ἀπιστέω ἔοικα οὐδός ὁ ὄψις ὁ πολύς μᾶλλον σκοπέω ἤ ὁ δύναμις νομίζω δέ ὁ στρατεία ἐκεῖνος μέγας μέν γίγνομαι ὁ πρό ἑαυτοῦ λείπω δέ ὁ νῦν ὁ ὅμηρος αὗ ποιέω εἰ τις χρή ἐνταῦθα πιστεύω ὅς ἔοικα ἐπί ὁ μέγας μέν ποιητής εἰμί κοσμέω ὁμόω δέ φαίνω καί οὕτως ἐνδεής
urn:cts:greekLit:tlg0003.tlg001.perseus-grc1:1.10.4.57,ποιέω γάρ χίλιος καί διακόσιοι ναῦς ὁ μέν βοιωτῶν εἴκοσι καί ἑκατόν ἀνήρ ὁ δέ φιλοκτήτου πεντήκοντα δηλόω ὡς ἐγώ δοκέω ὁ μέγας καί ἐλάχιστος
urn:cts:greekLit:tlg0003.tlg001.perseus-grc1:1.10.4.58,ἄλλος γοῦν μέγεθος περί εἰς ναῦς κατάλογος οὐ μιμνήσκω
urn:cts:greekLit:tlg0003.tlg001.perseus-grc1:1.10.4.59,αὐτερέτης δέ ὅστις εἰμί καί μάχιμος πᾶς εἰς ὁ φιλοκτήτου ναῦς δηλόω
urn:cts:greekLit:tlg0003.tlg001.perseus-grc1:1.10.4.60,τοξότης γάρ πᾶς ποιέω ὁ πρόσκωπος
urn:cts:greekLit:tlg0003.tlg001.perseus-grc1:1.10.4.61,περίνεως δέ οὐ ἔοικα πολύς συμπλέω ἔσσομαι ὁ βασιλεύς καί ὁ μάλιστα εἰς τέλος ἄλλος τε καί μέλλω πέλαγος περαιόω μετά σκεῦος πολεμικός οὐδ αὗ ὁ πλοῖον κατάφρακτος ἔχω ἀλλά ὁ παλαιός τρόπος λῃστικός παρασκευάζω
urn:cts:greekLit:tlg0003.tlg001.perseus-grc1:1.10.5.62,πρός ὁ μέγας δ οὖν καί ἐλάχιστος ναῦς ὁ μέσος σκοπέω οὐ πολύς φαίνω ἔρχομαι ὡς ἀπό πᾶς ὁ ἑλλάδος κοινός πέμπω
urn:cts:greekLit:tlg0003.tlg001.perseus-grc1:1.11.1.63,αἴτιος δ εἰμί οὐ ὁ ὀλιγανθρωπία τοσοῦτος ὅσος ὁ ἀχρηματία
urn:cts:greekLit:tlg0003.tlg001.perseus-grc1:1.11.1.64,ὁ γάρ τροφή ἀπορία ὁ τε στρατός ἐλάσσων ἄγω καί ὅσος ἐλπίζω αὐτόθεν πολεμέω βιοτεύω ἐπεί δέ ἀφικνέομαι μάχη κρατέω δῆλος δέ
urn:cts:greekLit:tlg0003.tlg001.perseus-grc1:1.11.1.65,ὁ γάρ ἔρυμα ὁ στρατόπεδον οὐ ἐάν τειχίζω φαίνω δ οὐδ ἐνταῦθα πᾶς ὁ δύναμις χράω ἀλλά πρός γεωργία ὁ χερσόνησος τρέπω καί λῃστεία ὁ τροφή ἀπορία
urn:cts:greekLit:tlg0003.tlg001.perseus-grc1:1.11.1.66,ὅς καί μᾶλλον ὁ τρῶες αὐτός διασπείρω ὁ δέκα ἔτος ἀντέχω βία ὁ ἀεί ὑπολείπω ἀντίπαλος εἰμί
urn:cts:greekLit:tlg0003.tlg001.perseus-grc1:1.11.2.67,περιουσία δέ εἰ ἔρχομαι ἔχω τροφή καί εἰμί ἀθρόος ἄνω λῃστεία καί γεωργία συνεχής ὁ πόλεμος διαφέρω ῥᾳδίως ἐάν μάχη κρατέω αἱρέω ὁ γε καί οὐ ἀθρόος ἀλλά μέρος ὁ ἀεί πάρειμι ἀντέχω πολιορκία δ ἐάν προσκαθέζομαι εἰς ἐλάσσων τε χρόνος καί ἄπονος ὁ τροίαν αἱρέω
urn:cts:greekLit:tlg0003.tlg001.perseus-grc1:1.11.2.68,ἀλλά δι ἀχρηματία ὁ τε πρό οὗτος ἀσθενής εἰμί καί αὐτός γε δή οὗτος ὀνομαστός ὁ πρίν γίγνομαι δηλοῦται ὁ ἔργον ὑποδεής εἰμί ὁ φήμη καί ὁ νῦν περί αὐτός διά ὁ ποιητής λόγος κατέχω
urn:cts:greekLit:tlg0003.tlg001.perseus-grc1:1.12.1.69,ἐπεί καί μετά ὁ τρωικὰ ὁ ἑλλά ἔτι μετανίστημι τε καί κατοικίζω ὥστε μή ἡσυχάζω αὐξάνω
urn:cts:greekLit:tlg0003.tlg001.perseus-grc1:1.12.2.70,ὁ τε γάρ ἀναχώρησις ὁ ἑλλήνων ἐκ ἰλίου χρόνιος γίγνομαι πολύς νεοχμόω καί ἵστημι εἰς ὁ πολύς ὡς ἐπί πολύς γίγνομαι ἀφ ὅς ἐκπίτνω ὁ πολύς κτίζω
urn:cts:greekLit:tlg0003.tlg001.perseus-grc1:1.12.3.71,βοιωτοί τε γάρ ὁ νῦν ἑξηκοστός ἔτος μετά ἰλίου ἅλωσις ἐκ ἄρνης ἀνίστημι ὑπό θεσσαλῶν ὁ νῦν μέν βοιωτίαν πρότερος δέ καδμηίδα γαῖα καλέω οἰκίζω εἰμί δέ αὐτός καί ἀποδασμός πρότερος εἰς ὁ γῆ οὗτος ἀφ ὅς καί εἰς ἴλιον στρατεύω δωρίζω τε ὀγδοηκοστός ἔτος σύν ἡρακλείδαις πελοπόννησον ἔχω
urn:cts:greekLit:tlg0003.tlg001.perseus-grc1:1.12.4.72,μόλις τε εἰς πολύς χρόνος ἡσυχάζω ὁ ἑλλά βέβαιος καί οὐκέτι ἀνίστημι ἀποικία ἐκπέμπω καί ἴωνας μέν ἀθηναῖοι καί νησιώτης ὁ πολύς οἰκίζω ἰταλίας δέ καί σικελίας ὁ πλεῖστος πελοποννήσιοι ὁ τε ἄλλος ἑλλάδος εἰμί ὁ χωρίον
urn:cts:greekLit:tlg0003.tlg001.perseus-grc1:1.12.4.73,πᾶς δέ οὗτος ὕστερος ὁ τρωικῶν κτίζω
urn:cts:greekLit:tlg0003.tlg001.perseus-grc1:1.13.1.74,δυνατός δέ γίγνομαι ὁ ἑλλάδος καί ὁ χρῆμα ὁ κτάομαι ἔτι μᾶλλον ἤ πρότερος ποιέω ὁ πολύς τυραννίς εἰς ὁ πολύς καθίστημι ὁ πρόσοδος μέγας γίγνομαι πρότερος δέ εἰμί ἐπί ῥητός γέρας πατρικός βασιλεία ναυτικός τε ἐξαρτύω ὁ ἑλλά καί ὁ θάλασσα μᾶλλον ἀντέχω
urn:cts:greekLit:tlg0003.tlg001.perseus-grc1:1.13.2.75,πρότερος δέ κορίνθιοι λέγω ἐγγύς ὁ νῦν τρόπος μεταχειρίζω ὁ περί ὁ ναῦς καί τριήρης εἰς κορίνθῳ πρότερος ὁ ἑλλάδος ναυπηγέω
urn:cts:greekLit:tlg0003.tlg001.perseus-grc1:1.13.3.76,φαίνω δέ καί σάμος ἀμεινοκλῆς κορίνθιος ναυπηγός ναῦς ποιέω τέσσαρες
urn:cts:greekLit:tlg0003.tlg001.perseus-grc1:1.13.3.77,ἔτος δ εἰμί μάλιστα τριακόσιοι εἰς ὁ τελευτή ὅδε ὁ πόλεμος ὅτε ἀμεινοκλῆς σάμος ἔρχομαι
urn:cts:greekLit:tlg0003.tlg001.perseus-grc1:1.13.4.78,ναυμαχία τε παλαιός ὅς οἶδα γίγνομαι κορινθίων πρός κερκυραίους
urn:cts:greekLit:tlg0003.tlg001.perseus-grc1:1.13.4.79,ἔτος δέ μάλιστα καί οὗτος ἑξήκοντα καί διακόσιοι εἰμί μέχρι ὁ αὐτός χρόνος
urn:cts:greekLit:tlg0003.tlg001.perseus-grc1:1.13.5.80,οἰκέω γάρ ὁ πόλις ὁ κορίνθιοι ἐπί ὁ ἰσθμός ἀεί δή ποτέ ἐμπόριον ἔχω ὁ ἑλλήνων ὁ πάλλω κατά γαῖα ὁ πλέω ἤ κατά θάλασσα ὁ τε ἐντός πελοποννήσου καί ὁ ἔσσομαι διά ὁ ἐκεῖνος παρ ἀλλήλων ἐπιμίγνυμι χρῆμα τε δυνατός εἰμί ὡς καί ὁ παλαιός ποιητής δηλόω
urn:cts:greekLit:tlg0003.tlg001.perseus-grc1:1.13.5.81,ἀφνειός γάρ ἐπονομάζω ὁ χωρέω
